pair_key,symbol,interval_m,config_interval_m,window,bar_start,bar_end,n_bars,ts_first,ts_last,strategy,total_pnl,trades,win_rate,expectancy,profit_factor,max_dd_pct,sharpe,sortino,score_exp_sqrt_n
BTC_USD,BIP-20DEC30-CDE,5,15,early,0,545,545,1775157000,1775324700,daviddtech_scalp,-423.069533,5,0.2,-84.61390657,0.10239501632142282,406.8305,-10.8927,-5.5713,-189.202447
BTC_USD,BIP-20DEC30-CDE,5,15,early,0,545,545,1775157000,1775324700,ema_momentum,-1671.313168,39,0.3846,-42.85418378,0.46888762615424556,589.2818,-14.5436,-15.8706,-267.624292
BTC_USD,BIP-20DEC30-CDE,5,15,early,0,545,545,1775157000,1775324700,ema_scalp,-671.333439,27,0.4074,-24.86420144,0.6910418349009341,487.0617,-6.0034,-5.7792,-129.198181
BTC_USD,BIP-20DEC30-CDE,5,15,early,0,545,545,1775157000,1775324700,macd_scalp,225.352309,33,0.4848,6.82885785,1.1233039252479535,96.9708,2.0114,2.5388,39.228802
BTC_USD,BIP-20DEC30-CDE,5,15,early,0,545,545,1775157000,1775324700,rsi_reversion,129.8385,3,1.0,43.2795,,174.1562,4.4196,2.6438,74.962293
BTC_USD,BIP-20DEC30-CDE,5,15,mid,545,1090,545,1775325000,1775490000,daviddtech_scalp,667.668489,8,0.5,83.45856113,2.1868855596547174,1455.5982,10.6684,7.4469,236.056458
BTC_USD,BIP-20DEC30-CDE,5,15,mid,545,1090,545,1775325000,1775490000,ema_momentum,-1108.102573,43,0.4419,-25.76982728,0.7670494934730857,553.512,-7.7095,-7.4842,-168.984058
BTC_USD,BIP-20DEC30-CDE,5,15,mid,545,1090,545,1775325000,1775490000,ema_scalp,-356.624521,21,0.5238,-16.98212005,0.8003915539483066,499.0558,-3.3365,-2.4991,-77.821851
BTC_USD,BIP-20DEC30-CDE,5,15,mid,545,1090,545,1775325000,1775490000,macd_scalp,-1534.625818,39,0.4359,-39.34937995,0.6584963877342909,392.5868,-8.9138,-7.8793,-245.736799
BTC_USD,BIP-20DEC30-CDE,5,15,mid,545,1090,545,1775325000,1775490000,rsi_reversion,-1042.243997,8,0.5,-130.28049961,0.37396709300941705,691.9152,-8.9807,-4.0567,-368.488899
BTC_USD,BIP-20DEC30-CDE,5,15,late,1090,1636,546,1775490300,1775653800,daviddtech_scalp,-81.906923,5,0.4,-16.38138451,0.9409549015959628,107.8294,-1.0988,-0.5518,-36.629889
